DRIVER_ID,amin,amax,Nmonths,Gender,Age,ZIP,OdoStart,OdoEnd,DeltaOdo,DeltaDays,AnnualMileage,ClaimTot,ClaimFlag
1438,2011-01-21 00:00:00,2011-06-11 00:00:00,6,M,50,43123.0,789,6140,5351,141 days 00:00:00.000000000,13861.367021276596,340.34,1
1439,2011-01-27 00:00:00,2012-10-18 00:00:00,19,M,85,44145.0,5293,26472,21179,630 days 00:00:00.000000000,12278.77738095238,,0
1440,2009-12-02 00:00:00,2010-09-28 00:00:00,10,M,84,44070.0,6537,12043,5506,300 days 00:00:00.000000000,6703.555,,0
1441,2011-05-25 00:00:00,2011-09-22 00:00:00,5,M,80,44089.0,5396,8312,2916,120 days 00:00:00.000000000,8875.575,,0
1442,2012-01-09 00:00:00,2013-09-02 00:00:00,19,M,77,45239.0,2997,13131,10134,602 days 00:00:00.000000000,6148.577242524917,,0
1443,2012-01-26 00:00:00,2012-06-24 00:00:00,6,M,43,43213.0,544,7392,6848,150 days 00:00:00.000000000,16674.88,,0
1444,2011-05-27 00:00:00,2011-10-24 00:00:00,5,M,20,45414.0,23134,27678,4544,150 days 00:00:00.000000000,11064.640000000001,,0
1445,2009-08-23 00:00:00,2010-04-20 00:00:00,9,M,83,45420.0,9802,14626,4824,240 days 00:00:00.000000000,7341.525000000001,,0
1446,2011-06-13 00:00:00,2012-08-06 00:00:00,15,M,61,45040.0,13235,36810,23575,420 days 00:00:00.000000000,20501.83035714286,,0
1447,2010-04-04 00:00:00,2013-09-06 00:00:00,41,F,52,43701.0,373,26981,26608,1251 days 00:00:00.000000000,7768.64268585132,0.0,1
1448,2010-04-04 00:00:00,2013-02-18 00:00:00,34,F,52,44280.0,271,39932,39661,1051 days 00:00:00.000000000,13783.23525214082,2382.33,1
1449,2013-01-30 00:00:00,2013-08-28 00:00:00,7,F,55,44039.0,53,8283,8230,210 days 00:00:00.000000000,14314.32142857143,,0
1450,2009-11-25 00:00:00,2010-08-22 00:00:00,10,M,50,45414.0,3924,13268,9344,270 days 00:00:00.000000000,12640.355555555556,,0
1451,2012-01-02 00:00:00,2012-05-19 00:00:00,5,F,51,43701.0,7899,9990,2091,138 days 00:00:00.000000000,5534.331521739131,,0
1452,2010-12-26 00:00:00,2012-11-15 00:00:00,22,M,48,45424.0,40435,60852,20417,690 days 00:00:00.000000000,10807.69456521739,559.14,1
1453,2011-08-28 00:00:00,2013-08-18 00:00:00,24,F,71,45224.0,23078,32555,9477,721 days 00:00:00.000000000,4800.935159500693,,0
1454,2010-02-16 00:00:00,2011-04-02 00:00:00,15,M,46,45680.0,1394,55357,53963,410 days 00:00:00.000000000,48073.13597560975,,0
1455,2011-01-15 00:00:00,2013-08-31 00:00:00,25,M,66,43551.0,10602,38675,28073,959 days 00:00:00.000000000,10692.036757038582,,0
1456,2012-05-16 00:00:00,2013-09-08 00:00:00,17,F,74,45414.0,33877,41893,8016,480 days 00:00:00.000000000,6099.675,53.5,1
1457,2010-02-03 00:00:00,2011-04-29 00:00:00,15,M,57,44255.0,79028,106509,27481,450 days 00:00:00.000000000,22305.411666666667,0.0,1
1458,2011-06-24 00:00:00,2011-10-24 00:00:00,5,M,22,45810.0,3333,11292,7959,122 days 00:00:00.000000000,23828.071721311477,,0
1459,2012-10-06 00:00:00,2013-06-03 00:00:00,9,M,51,44147.0,65,7932,7867,240 days 00:00:00.000000000,11972.590625,,0
1460,2011-08-22 00:00:00,2013-07-12 00:00:00,24,M,62,43082.0,498,20621,20123,690 days 00:00:00.000000000,10652.066304347825,,0
1461,2013-03-12 00:00:00,2013-09-04 00:00:00,7,F,72,44087.0,14987,17375,2388,176 days 00:00:00.000000000,4955.778409090909,,0
1462,2010-01-05 00:00:00,2012-03-23 00:00:00,26,M,78,44484.0,3804,28484,24680,808 days 00:00:00.000000000,11156.398514851484,633.55,1
1463,2009-08-04 00:00:00,2012-08-20 00:00:00,36,F,78,43947.0,17532,50463,32931,1112 days 00:00:00.000000000,10816.58970323741,613.76,1
1464,2011-07-17 00:00:00,2012-01-13 00:00:00,7,M,69,44406.0,38413,41420,3007,180 days 00:00:00.000000000,6101.704166666667,,0
1465,2011-03-01 00:00:00,2011-10-28 00:00:00,7,M,41,44017.0,600,5890,5290,241 days 00:00:00.000000000,8017.313278008298,,0
1466,2009-12-20 00:00:00,2010-06-17 00:00:00,7,F,35,43302.0,34039,37049,3010,179 days 00:00:00.000000000,6141.913407821229,,0
1467,2009-08-28 00:00:00,2013-08-07 00:00:00,44,M,64,44410.0,4717,36126,31409,1440 days 00:00:00.000000000,7966.761979166667,,0
1468,2012-05-17 00:00:00,2012-06-29 00:00:00,2,M,57,43110.0,6411,8640,2229,43 days 00:00:00.000000000,18933.540697674416,,0
1469,2012-01-09 00:00:00,2012-04-29 00:00:00,4,M,57,45365.0,283,1111,828,111 days 00:00:00.000000000,2724.5675675675675,,0
1470,2012-06-11 00:00:00,2013-09-04 00:00:00,16,F,33,43123.0,2130,24132,22002,450 days 00:00:00.000000000,17858.29,,0
1471,2009-12-19 00:00:00,2011-05-13 00:00:00,18,M,60,45429.0,21783,32681,10898,510 days 00:00:00.000000000,7804.891176470588,,0
1472,2009-10-11 00:00:00,2012-06-03 00:00:00,29,M,79,45320.0,20362,38153,17791,966 days 00:00:00.000000000,6726.876552795031,,0
1473,2012-02-06 00:00:00,2012-05-25 00:00:00,4,M,52,44286.0,238,3303,3065,109 days 00:00:00.000000000,10270.561926605504,,0
1474,2011-11-04 00:00:00,2012-01-23 00:00:00,3,M,81,43206.0,5272,5513,241,80 days 00:00:00.000000000,1100.315625,,0
1475,2010-06-26 00:00:00,2011-04-23 00:00:00,11,M,48,44256.0,2490,26760,24270,301 days 00:00:00.000000000,29450.556478405313,,0
1476,2010-04-18 00:00:00,2011-04-22 00:00:00,13,M,65,45215.0,45108,55474,10366,369 days 00:00:00.000000000,10260.654471544714,,0
1477,2011-05-14 00:00:00,2012-09-05 00:00:00,17,M,66,45215.0,37400,49868,12468,480 days 00:00:00.000000000,9487.36875,,0
1478,2009-10-20 00:00:00,2013-08-30 00:00:00,45,F,71,45417.0,10457,36798,26341,1410 days 00:00:00.000000000,6823.439893617021,4717.57,1
1479,2010-10-25 00:00:00,2011-09-03 00:00:00,12,,110,44281.0,2293,19024,16731,313 days 00:00:00.000000000,19523.954472843452,,0
1480,2011-05-03 00:00:00,2013-07-07 00:00:00,26,M,78,43324.0,35322,60626,25304,796 days 00:00:00.000000000,11610.912060301507,,0
1481,2013-05-10 00:00:00,2013-08-08 00:00:00,3,M,72,45133.0,57838,59439,1601,90 days 00:00:00.000000000,6497.391666666667,,0
1482,2011-04-16 00:00:00,2013-04-05 00:00:00,24,F,60,44905.0,237,17819,17582,720 days 00:00:00.000000000,8919.202083333334,,0
1483,2010-05-22 00:00:00,2011-05-05 00:00:00,13,F,39,43616.0,594,16332,15738,348 days 00:00:00.000000000,16518.116379310344,,0
1484,2010-11-02 00:00:00,2013-09-17 00:00:00,34,M,64,44126.0,415,29295,28880,1050 days 00:00:00.000000000,10046.114285714286,,0
1485,2011-09-16 00:00:00,2012-01-14 00:00:00,5,M,22,43055.0,206,5118,4912,120 days 00:00:00.000000000,14950.900000000001,1354.62,1
1486,2010-09-11 00:00:00,2011-09-05 00:00:00,11,M,80,44026.0,399,17508,17109,359 days 00:00:00.000000000,17406.858635097495,,0
1487,2009-09-27 00:00:00,2010-06-24 00:00:00,10,M,39,43701.0,11291,34170,22879,270 days 00:00:00.000000000,30950.20277777778,57.74,1
1488,2012-05-29 00:00:00,2013-09-21 00:00:00,17,F,45,44060.0,29014,44550,15536,480 days 00:00:00.000000000,11821.925000000001,,0
1489,2011-04-25 00:00:00,2011-09-22 00:00:00,6,M,33,45226.0,18206,24281,6075,150 days 00:00:00.000000000,14792.625,,0
1490,2011-01-18 00:00:00,2013-08-10 00:00:00,25,M,65,45449.0,32947,69994,37047,935 days 00:00:00.000000000,14472.10347593583,,0
1491,2011-05-23 00:00:00,2012-12-03 00:00:00,18,M,39,44460.0,29183,47949,18766,560 days 00:00:00.000000000,12239.788392857143,,0
1492,2013-02-04 00:00:00,2013-07-09 00:00:00,6,M,41,44460.0,369,7148,6779,155 days 00:00:00.000000000,15974.385483870969,,0
1493,2011-01-09 00:00:00,2011-10-07 00:00:00,10,,111,44685.0,13988,31503,17515,271 days 00:00:00.000000000,23606.47140221402,,0
1494,2010-02-03 00:00:00,2013-08-16 00:00:00,43,M,77,44437.0,21016,51386,30370,1290 days 00:00:00.000000000,8598.947674418605,,0
1495,2013-01-09 00:00:00,2013-01-09 00:00:00,1,M,26,43147.0,2978,2978,0,0 days 00:00:00.000000000,,,0
1496,2011-09-25 00:00:00,2013-08-15 00:00:00,22,M,31,44820.0,82430,103819,21389,690 days 00:00:00.000000000,11322.220652173914,,0
1497,2012-11-21 00:00:00,2013-05-03 00:00:00,6,F,46,44147.0,30,4837,4807,163 days 00:00:00.000000000,10771.513803680982,,0
1498,2013-03-15 00:00:00,2013-09-14 00:00:00,6,M,54,43407.0,6572,14083,7511,183 days 00:00:00.000000000,14991.217213114754,,0
1499,2012-01-05 00:00:00,2013-08-19 00:00:00,20,M,53,43207.0,597,21337,20740,592 days 00:00:00.000000000,12796.089527027027,,0
1500,2011-05-27 00:00:00,2013-08-04 00:00:00,27,F,66,44143.0,91,17084,16993,800 days 00:00:00.000000000,7758.3665625,2752.26,1
1501,2009-08-22 00:00:00,2013-09-01 00:00:00,50,M,72,44425.0,8296,23613,15317,1471 days 00:00:00.000000000,3803.218388851122,7476.91,1
1502,2011-05-08 00:00:00,2013-07-28 00:00:00,24,M,80,43021.0,15402,36624,21222,812 days 00:00:00.000000000,9545.979679802957,,0
1503,2011-01-13 00:00:00,2012-09-20 00:00:00,13,,111,44907.0,565,30695,30130,616 days 00:00:00.000000000,17865.23133116883,,0
1504,2011-09-01 00:00:00,2013-06-22 00:00:00,21,M,63,43125.0,4615,31793,27178,660 days 00:00:00.000000000,15040.552272727273,,0
1505,2013-09-23 00:00:00,2013-09-23 00:00:00,1,M,81,44312.0,339,339,0,0 days 00:00:00.000000000,,,0
1506,2009-12-24 00:00:00,2013-06-05 00:00:00,41,M,78,44312.0,10223,26223,16000,1259 days 00:00:00.000000000,4641.779189833201,,0
1507,2011-08-07 00:00:00,2013-07-26 00:00:00,24,M,65,45013.0,33438,75712,42274,719 days 00:00:00.000000000,21475.07440890125,257.72,1
1508,2012-11-17 00:00:00,2013-04-25 00:00:00,4,M,73,45385.0,53274,53590,316,159 days 00:00:00.000000000,725.9056603773585,,0
1509,2012-07-05 00:00:00,2013-07-30 00:00:00,12,M,46,43545.0,51108,65899,14791,390 days 00:00:00.000000000,13852.340384615383,,0
1510,2010-12-26 00:00:00,2010-12-26 00:00:00,1,M,24,43078.0,13437,13437,0,0 days 00:00:00.000000000,,,0
1511,2011-07-06 00:00:00,2011-10-23 00:00:00,4,M,27,44262.0,861,4020,3159,109 days 00:00:00.000000000,10585.548165137614,,0
1512,2013-05-14 00:00:00,2013-08-14 00:00:00,4,M,76,45840.0,7299,8457,1158,92 days 00:00:00.000000000,4597.385869565218,,0
1513,2009-09-12 00:00:00,2011-08-02 00:00:00,23,M,73,45840.0,7448,17982,10534,689 days 00:00:00.000000000,5584.2431059506525,,0
1514,2011-08-03 00:00:00,2011-10-03 00:00:00,3,F,37,45356.0,20707,27556,6849,61 days 00:00:00.000000000,41009.79098360656,6723.46,1
1515,2012-09-08 00:00:00,2013-08-02 00:00:00,10,M,61,45822.0,31630,38488,6858,328 days 00:00:00.000000000,7636.842987804878,,0
1516,2012-07-30 00:00:00,2013-06-14 00:00:00,12,M,60,44111.0,802,17830,17028,319 days 00:00:00.000000000,19496.793103448275,,0
1517,2013-07-09 00:00:00,2013-09-13 00:00:00,3,M,50,44035.0,457,3849,3392,66 days 00:00:00.000000000,18771.636363636364,,0
1518,2012-01-14 00:00:00,2013-05-16 00:00:00,17,M,49,44035.0,44703,51042,6339,488 days 00:00:00.000000000,4744.50768442623,,0
1519,2009-11-23 00:00:00,2012-09-08 00:00:00,32,M,51,43324.0,49635,81885,32250,1020 days 00:00:00.000000000,11548.345588235294,,0
1520,2009-08-25 00:00:00,2010-07-21 00:00:00,12,F,84,43615.0,2072,4001,1929,330 days 00:00:00.000000000,2135.052272727273,755.35,1
1521,2013-08-09 00:00:00,2013-08-09 00:00:00,1,F,54,45822.0,26823,26823,0,0 days 00:00:00.000000000,,,0
1522,2011-05-11 00:00:00,2012-08-17 00:00:00,15,M,66,43081.0,3679,22085,18406,464 days 00:00:00.000000000,14488.774784482759,,0
1523,2011-05-03 00:00:00,2012-04-27 00:00:00,12,F,43,45069.0,20454,39165,18711,360 days 00:00:00.000000000,18983.86875,,0
1524,2009-10-07 00:00:00,2009-12-06 00:00:00,3,M,63,45638.0,16553,19011,2458,60 days 00:00:00.000000000,14963.075,,0
1525,2009-10-12 00:00:00,2012-06-15 00:00:00,17,M,29,44224.0,10033,18310,8277,977 days 00:00:00.000000000,3094.3441658137153,,0
1526,2012-08-28 00:00:00,2013-08-23 00:00:00,13,M,32,44224.0,7855,23483,15628,360 days 00:00:00.000000000,15855.908333333335,,0
1527,2013-01-03 00:00:00,2013-08-01 00:00:00,8,M,49,44483.0,191,8405,8214,210 days 00:00:00.000000000,14286.492857142857,,0
1528,2010-06-25 00:00:00,2012-12-03 00:00:00,30,M,47,44483.0,388,42680,42292,892 days 00:00:00.000000000,17317.43609865471,,0
1529,2010-03-15 00:00:00,2011-12-26 00:00:00,20,F,75,45014.0,637,12530,11893,651 days 00:00:00.000000000,6672.685483870968,,0
1530,2010-01-09 00:00:00,2011-11-29 00:00:00,22,M,69,43615.0,405,13672,13267,689 days 00:00:00.000000000,7033.050435413643,,0
1531,2012-01-10 00:00:00,2013-09-03 00:00:00,21,M,71,43615.0,28,12975,12947,602 days 00:00:00.000000000,7855.301910299003,,0
1532,2011-06-10 00:00:00,2011-10-25 00:00:00,5,M,56,44060.0,400,3460,3060,137 days 00:00:00.000000000,8158.138686131386,,0
1533,2010-09-11 00:00:00,2012-02-23 00:00:00,18,M,33,44255.0,537,22459,21922,530 days 00:00:00.000000000,15107.566981132075,,0
1534,2012-02-27 00:00:00,2012-08-25 00:00:00,5,F,65,45013.0,28978,34810,5832,180 days 00:00:00.000000000,11834.1,,0
1535,2009-09-01 00:00:00,2011-10-13 00:00:00,26,M,69,44483.0,2792,24152,21360,772 days 00:00:00.000000000,10105.880829015545,335.4,1
1536,2010-06-23 00:00:00,2010-10-21 00:00:00,5,F,29,43447.0,16855,19219,2364,120 days 00:00:00.000000000,7195.425,,0
1537,2009-08-04 00:00:00,2009-11-05 00:00:00,4,F,47,43605.0,7197,10221,3024,93 days 00:00:00.000000000,11876.516129032258,,0
1538,2011-12-11 00:00:00,2013-06-03 00:00:00,19,F,49,43078.0,12705,21205,8500,540 days 00:00:00.000000000,5749.305555555556,,0
1539,2009-09-16 00:00:00,2013-08-26 00:00:00,48,F,62,43113.0,45968,77901,31933,1440 days 00:00:00.000000000,8099.672395833334,,0
1540,2011-08-27 00:00:00,2013-09-15 00:00:00,25,M,59,44087.0,16545,52538,35993,750 days 00:00:00.000000000,17528.591,3185.18,1
1541,2010-03-19 00:00:00,2013-07-30 00:00:00,38,M,49,45066.0,72953,147837,74884,1229 days 00:00:00.000000000,22254.988608624895,692.8,1
1542,2009-08-11 00:00:00,2012-01-28 00:00:00,30,F,46,44116.0,26829,82835,56006,900 days 00:00:00.000000000,22729.101666666666,5594.01,1
1543,2009-11-28 00:00:00,2011-10-05 00:00:00,14,M,76,44224.0,1174,11613,10439,676 days 00:00:00.000000000,5640.302884615385,,0
1544,2010-02-25 00:00:00,2013-09-08 00:00:00,41,M,64,45040.0,62431,93510,31079,1291 days 00:00:00.000000000,8792.877420604183,,0
1545,2011-03-26 00:00:00,2013-09-11 00:00:00,29,M,38,44011.0,15534,71451,55917,900 days 00:00:00.000000000,22692.9825,,0
1546,2010-06-08 00:00:00,2011-01-04 00:00:00,8,M,51,43719.0,5347,11090,5743,210 days 00:00:00.000000000,9988.717857142858,327.99,1
1547,2009-10-24 00:00:00,2009-11-23 00:00:00,2,M,51,43719.0,1439,1903,464,30 days 00:00:00.000000000,5649.2,,0
1548,2012-05-15 00:00:00,2012-08-13 00:00:00,4,F,39,43031.0,465,9211,8746,90 days 00:00:00.000000000,35494.183333333334,0.0,1
1549,2012-04-25 00:00:00,2013-09-06 00:00:00,16,F,59,45320.0,401,6443,6042,499 days 00:00:00.000000000,4422.526052104208,,0
1550,2009-12-19 00:00:00,2013-09-01 00:00:00,45,M,81,45150.0,3539,27716,24177,1352 days 00:00:00.000000000,6531.545303254437,,0
1551,2012-12-05 00:00:00,2013-09-02 00:00:00,10,M,86,44134.0,3910,6816,2906,271 days 00:00:00.000000000,3916.6660516605166,,0
1552,2009-10-15 00:00:00,2010-02-14 00:00:00,4,F,49,43449.0,717,5351,4634,122 days 00:00:00.000000000,13873.512295081968,,0
1553,2010-08-06 00:00:00,2011-03-24 00:00:00,8,M,41,43616.0,446,7933,7487,230 days 00:00:00.000000000,11889.68152173913,,0
1554,2012-11-01 00:00:00,2013-03-01 00:00:00,4,M,43,43616.0,158,4339,4181,120 days 00:00:00.000000000,12725.91875,,0
1555,2010-01-10 00:00:00,2012-01-01 00:00:00,23,F,66,45429.0,14346,38318,23972,721 days 00:00:00.000000000,12143.929264909846,,0
1556,2011-10-04 00:00:00,2011-11-03 00:00:00,2,M,49,44133.0,83893,85861,1968,30 days 00:00:00.000000000,23960.4,,0
1557,2009-10-22 00:00:00,2013-08-29 00:00:00,31,M,68,44406.0,1657,5947,4290,1407 days 00:00:00.000000000,1113.6620469083155,,0
1558,2011-05-02 00:00:00,2013-08-19 00:00:00,28,M,48,45439.0,37,39465,39428,840 days 00:00:00.000000000,17144.139285714286,,0
1559,2012-12-28 00:00:00,2013-07-28 00:00:00,8,M,70,44685.0,53300,54371,1071,212 days 00:00:00.000000000,1845.201650943396,,0
1560,2009-08-09 00:00:00,2011-01-01 00:00:00,17,M,48,44281.0,17548,46415,28867,510 days 00:00:00.000000000,20673.866176470587,,0
1561,2012-07-06 00:00:00,2013-08-30 00:00:00,14,M,51,44281.0,29000,49451,20451,420 days 00:00:00.000000000,17785.066071428573,,0
1562,2009-11-14 00:00:00,2012-06-24 00:00:00,20,F,53,44430.0,5542,42717,37175,953 days 00:00:00.000000000,14247.81610703043,,0
1563,2009-12-07 00:00:00,2012-08-15 00:00:00,30,M,66,44906.0,171,21516,21345,982 days 00:00:00.000000000,7939.166242362526,,0
1564,2010-03-17 00:00:00,2013-08-28 00:00:00,41,M,72,44129.0,18,20841,20823,1260 days 00:00:00.000000000,6036.191071428571,239.35,1
1565,2013-03-10 00:00:00,2013-07-28 00:00:00,5,F,50,45344.0,1297,6640,5343,140 days 00:00:00.000000000,13939.505357142858,,0
1566,2011-05-12 00:00:00,2013-08-30 00:00:00,25,M,68,44281.0,28,19041,19013,841 days 00:00:00.000000000,8257.429548156957,,0
1567,2013-06-20 00:00:00,2013-09-18 00:00:00,4,M,55,45230.0,151640,156184,4544,90 days 00:00:00.000000000,18441.06666666667,,0
1568,2010-12-16 00:00:00,2013-08-17 00:00:00,30,M,73,44023.0,147,10807,10660,975 days 00:00:00.000000000,3993.4,,0
1569,2011-05-03 00:00:00,2013-08-20 00:00:00,27,M,72,44842.0,21759,53046,31287,840 days 00:00:00.000000000,13604.258035714287,,0
1570,2012-06-06 00:00:00,2013-06-02 00:00:00,13,M,80,45069.0,173,5686,5513,361 days 00:00:00.000000000,5577.9037396121885,1293.71,1
1571,2009-11-09 00:00:00,2010-12-04 00:00:00,14,F,58,44278.0,22351,35922,13571,390 days 00:00:00.000000000,12709.763461538461,,0
1572,2012-12-13 00:00:00,2013-09-09 00:00:00,10,M,39,45044.0,8107,19459,11352,270 days 00:00:00.000000000,15356.733333333334,,0
1573,2009-08-19 00:00:00,2011-03-13 00:00:00,20,F,65,44137.0,3072,13289,10217,571 days 00:00:00.000000000,6535.480297723292,,0
1574,2010-06-02 00:00:00,2010-07-25 00:00:00,2,M,62,45370.0,52419,53813,1394,53 days 00:00:00.000000000,9606.764150943396,,0
1575,2013-01-29 00:00:00,2013-08-27 00:00:00,8,F,61,45810.0,134011,146517,12506,210 days 00:00:00.000000000,21751.507142857143,,0
1576,2009-10-03 00:00:00,2013-02-11 00:00:00,37,F,59,44643.0,34566,64658,30092,1227 days 00:00:00.000000000,8957.704156479218,,0
1577,2009-12-11 00:00:00,2013-09-12 00:00:00,44,F,51,44028.0,754,57096,56342,1371 days 00:00:00.000000000,15010.14989059081,61.0,1
1578,2010-02-11 00:00:00,2013-08-07 00:00:00,42,M,60,43570.0,1269,72233,70964,1273 days 00:00:00.000000000,20361.037706205814,433.76,1
1579,2011-02-22 00:00:00,2011-07-22 00:00:00,6,M,33,45249.0,26586,36352,9766,150 days 00:00:00.000000000,23780.210000000003,,0
1580,2012-01-09 00:00:00,2013-08-21 00:00:00,19,M,68,43160.0,335,41621,41286,590 days 00:00:00.000000000,25558.833050847457,,0
1581,2011-08-30 00:00:00,2011-12-20 00:00:00,5,M,52,44515.0,746,6425,5679,112 days 00:00:00.000000000,18520.131696428572,,0
1582,2010-09-16 00:00:00,2013-08-22 00:00:00,34,F,55,44121.0,437,51266,50829,1071 days 00:00:00.000000000,17334.539915966387,,0
1583,2011-04-09 00:00:00,2012-01-17 00:00:00,9,M,49,44260.0,603,21780,21177,283 days 00:00:00.000000000,27331.799469964666,,0
1584,2011-10-13 00:00:00,2013-09-02 00:00:00,24,M,80,44001.0,6115,23316,17201,690 days 00:00:00.000000000,9105.311956521738,,0
1585,2010-03-19 00:00:00,2012-08-05 00:00:00,30,M,21,44116.0,2950,37963,35013,870 days 00:00:00.000000000,14699.423275862067,1267.26,1
1586,2012-08-09 00:00:00,2013-09-03 00:00:00,14,M,23,44116.0,61,15747,15686,390 days 00:00:00.000000000,14690.542307692307,,0
1587,2009-10-08 00:00:00,2009-11-11 00:00:00,2,M,20,44116.0,36265,37874,1609,34 days 00:00:00.000000000,17284.91911764706,,0
1588,2013-04-29 00:00:00,2013-08-27 00:00:00,5,M,67,45458.0,1223,2535,1312,120 days 00:00:00.000000000,3993.4,,0
1589,2010-01-27 00:00:00,2013-08-09 00:00:00,44,M,47,44125.0,36127,81051,44924,1290 days 00:00:00.000000000,12719.76046511628,,0
1590,2010-04-02 00:00:00,2013-08-13 00:00:00,40,F,76,45429.0,8777,32852,24075,1229 days 00:00:00.000000000,7154.917615947925,,0
1591,2012-01-19 00:00:00,2013-09-10 00:00:00,21,M,41,43224.0,9,23600,23591,600 days 00:00:00.000000000,14361.02125,,0
1592,2010-09-06 00:00:00,2011-06-21 00:00:00,10,M,70,45424.0,477,8067,7590,288 days 00:00:00.000000000,9625.859375,,0
1593,2011-08-16 00:00:00,2011-12-05 00:00:00,5,F,37,43566.0,830,8761,7931,111 days 00:00:00.000000000,26097.277027027027,,0
1594,2011-07-28 00:00:00,2013-04-17 00:00:00,20,M,62,44147.0,123509,143929,20420,629 days 00:00:00.000000000,11857.55961844197,,0
1595,2013-01-03 00:00:00,2013-09-01 00:00:00,9,M,56,44125.0,26209,28883,2674,241 days 00:00:00.000000000,4052.607883817427,,0
1596,2010-01-09 00:00:00,2012-05-25 00:00:00,27,M,69,43532.0,8821,33525,24704,867 days 00:00:00.000000000,10407.30795847751,,0
1597,2009-10-26 00:00:00,2013-08-07 00:00:00,46,F,72,44125.0,14855,23328,8473,1381 days 00:00:00.000000000,2240.9581824764664,,0
1598,2011-02-01 00:00:00,2012-09-13 00:00:00,20,M,25,45662.0,486,20774,20288,590 days 00:00:00.000000000,12559.647457627118,,0
1599,2010-10-02 00:00:00,2011-07-01 00:00:00,8,M,53,44241.0,48113,52267,4154,272 days 00:00:00.000000000,5578.119485294118,,0
1600,2013-08-07 00:00:00,2013-08-23 00:00:00,1,M,66,44120.0,498,812,314,16 days 00:00:00.000000000,7168.03125,,0
1601,2009-12-10 00:00:00,2011-12-29 00:00:00,25,F,54,43623.0,48282,71010,22728,749 days 00:00:00.000000000,11083.313751668893,,0
1602,2011-06-27 00:00:00,2011-10-16 00:00:00,5,M,26,45377.0,807,4616,3809,111 days 00:00:00.000000000,12533.668918918918,,0
1603,2010-08-22 00:00:00,2011-06-19 00:00:00,11,M,80,45011.0,5503,10694,5191,301 days 00:00:00.000000000,6299.045681063122,,0
1604,2010-04-23 00:00:00,2010-06-18 00:00:00,3,M,80,45011.0,30778,31771,993,56 days 00:00:00.000000000,6476.665178571429,,0
1605,2009-08-04 00:00:00,2013-01-15 00:00:00,40,M,62,45220.0,13173,42386,29213,1260 days 00:00:00.000000000,8468.292261904762,645.72,1
1606,2011-05-11 00:00:00,2011-09-09 00:00:00,5,M,64,44147.0,7,3435,3428,121 days 00:00:00.000000000,10347.743801652892,,0
1607,2009-11-05 00:00:00,2013-09-15 00:00:00,46,F,56,44145.0,38012,88176,50164,1410 days 00:00:00.000000000,12994.610638297872,,0
1608,2012-02-26 00:00:00,2012-09-22 00:00:00,7,F,40,44718.0,2439,12332,9893,209 days 00:00:00.000000000,17289.08253588517,,0
